USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  23064 13992 ?        Ss   18:12   0:02 /sbin/init splash
somyaji+    2867  0.0  0.1 417888 27400 ?        Ssl  18:12   0:00 /usr/libexec/xdg-desktop-portal-gtk
somyaji+    2939  0.0  0.0 236312  6672 ?        Ssl  18:12   0:00 /usr/libexec/gvfsd-metadata
somyaji+    3033  0.0  0.5 560436 85008 ?        Sl   18:12   0:00 /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.8LM0U3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients
somyaji+    3064  0.0  0.5 793664 81816 ?        Ssl  18:12   0:00 /usr/libexec/gsd-xsettings
somyaji+    3093  0.0  0.1 267160 24784 ?        Sl   18:12   0:00 /usr/libexec/ibus-x11
somyaji+    3098  0.0  0.5 1021796 84564 ?       Sl   18:12   0:00 /usr/libexec/mutter-x11-frames
root        3294  0.0  0.0      0     0 ?        I<   18:12   0:00 [kworker/3:1H-i915_cleanup]
somyaji+    3708  0.0  0.2 569420 33584 ?        Sl   18:13   0:00 /usr/bin/update-notifier
somyaji+    4385  0.0  0.0   9948  3616 ?        S    18:27   0:00 /bin/bash /opt/brave.com/brave/brave-browser --profile-directory=Profile 1 --app-id=hnpfjngllnobngcgfapefoaidbinmjnm
somyaji+    4392  0.0  0.0   8436  1888 ?        S    18:27   0:00 cat
somyaji+    4393  0.0  0.0   8436  1892 ?        S    18:27   0:00 cat
somyaji+    4394  3.0  3.4 55833924 559400 ?     Sl   18:27   8:09 /opt/brave.com/brave/brave --profile-directory=Profile 1 --app-id=hnpfjngllnobngcgfapefoaidbinmjnm
somyaji+    4396  0.0  0.0 54550016 4020 ?       Sl   18:27   0:00 /opt/brave.com/brave/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/somyajit-saha/.config/BraveSoftware/Brave-Browser/Crash Reports --metrics-dir=/home/somyajit-saha/.config/BraveSoftware/Brave-Browser --url=https://cr.brave.com --annotation=lsb-release=Ubuntu 24.04.4 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=151.1.93.138 --initial-client-fd=5 --shared-client-connection
somyaji+    4398  0.0  0.0 54540780 3424 ?       Sl   18:27   0:00 /opt/brave.com/brave/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/somyajit-saha/.config/BraveSoftware/Brave-Browser/Crash Reports --url=https://cr.brave.com --annotation=lsb-release=Ubuntu 24.04.4 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=151.1.93.138 --initial-client-fd=4 --shared-client-connection
somyaji+    4406  0.0  0.4 55278104 79560 ?      S    18:27   0:00 /opt/brave.com/brave/brave --type=zygote --no-zygote-sandbox --crashpad-handler-pid=4396 --enable-crash-reporter=d7e73a0b-3fba-4324-a562-1044baeef325, --change-stack-guard-on-fork=enable
somyaji+    4407  0.0  0.0   2716  1748 ?        S    18:27   0:00 /opt/brave.com/brave/chrome-sandbox /opt/brave.com/brave/brave --type=zygote --crashpad-handler-pid=4396 --enable-crash-reporter=d7e73a0b-3fba-4324-a562-1044baeef325, --change-stack-guard-on-fork=enable
somyaji+    4408  0.0  0.4 55278092 78936 ?      S    18:27   0:00 /opt/brave.com/brave/brave --type=zygote --crashpad-handler-pid=4396 --enable-crash-reporter=d7e73a0b-3fba-4324-a562-1044baeef325, --change-stack-guard-on-fork=enable
somyaji+    4410  0.0  0.1 55278100 21052 ?      S    18:27   0:00 /opt/brave.com/brave/brave --type=zygote --crashpad-handler-pid=4396 --enable-crash-reporter=d7e73a0b-3fba-4324-a562-1044baeef325, --change-stack-guard-on-fork=enable
somyaji+    4437  7.4  1.9 55972604 311660 ?     Sl   18:27  19:53 /opt/brave.com/brave/brave --type=gpu-process --ozone-platform=wayland --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=4396 --enable-crash-reporter=d7e73a0b-3fba-4324-a562-1044baeef325, --change-stack-guard-on-fork=enable --gpu-preferences=YAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAASAAAAAAAAAABAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAMAAAAAAAAAAwAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAMAAAAAQAAAAAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --metrics-shmem-handle=4,i,10528444549018733237,10506422193187262883,262144 --field-trial-handle=3,i,4615987595268686497,18025502493807516864,262144 --disable-features=EyeDropper --variations-seed-version=main@b4dd6764a6ee662919e8a83939a3046b1e2f75e1 --pseudonymization-salt-handle=7,i,8507434232751438260,13505472599767745970,4 --trace-process-track-uuid=3190708988185955192
somyaji+    4441  1.4  1.0 55115308 173592 ?     Sl   18:27   3:51 /opt/brave.com/brave/brave --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=4396 --enable-crash-reporter=d7e73a0b-3fba-4324-a562-1044baeef325, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6153500013783640617,15246939998207036210,524288 --field-trial-handle=3,i,4615987595268686497,18025502493807516864,262144 --disable-features=EyeDropper --variations-seed-version=main@b4dd6764a6ee662919e8a83939a3046b1e2f75e1 --pseudonymization-salt-handle=7,i,8507434232751438260,13505472599767745970,4 --trace-process-track-uuid=3190708989122997041
somyaji+    4457  0.0  0.4 55345488 68964 ?      Sl   18:27   0:09 /opt/brave.com/brave/brave --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=4396 --enable-crash-reporter=d7e73a0b-3fba-4324-a562-1044baeef325, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,15527932002270377852,17332538166684271052,524288 --field-trial-handle=3,i,4615987595268686497,18025502493807516864,262144 --disable-features=EyeDropper --variations-seed-version=main@b4dd6764a6ee662919e8a83939a3046b1e2f75e1 --pseudonymization-salt-handle=7,i,8507434232751438260,13505472599767745970,4 --trace-process-track-uuid=3190708990060038890
somyaji+    4705  0.3  2.4 1518773356 388020 ?   Sl   18:27   0:50 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4396 --enable-crash-reporter=d7e73a0b-3fba-4324-a562-1044baeef325, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=12 --time-ticks-at-unix-epoch=-1788439340879985 --launch-time-ticks=937835943 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10439034126733972546,9293000136589419514,2097152 --field-trial-handle=3,i,4615987595268686497,18025502493807516864,262144 --disable-features=EyeDropper --variations-seed-version=main@b4dd6764a6ee662919e8a83939a3046b1e2f75e1 --pseudonymization-salt-handle=7,i,8507434232751438260,13505472599767745970,4 --trace-process-track-uuid=3190708997556373682
somyaji+    4751  0.0  0.8 1518741592 129160 ?   Sl   18:28   0:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4396 --enable-crash-reporter=d7e73a0b-3fba-4324-a562-1044baeef325, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=14 --time-ticks-at-unix-epoch=-1788439340879985 --launch-time-ticks=940853904 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,3787678973355382868,3234770696376463042,2097152 --field-trial-handle=3,i,4615987595268686497,18025502493807516864,262144 --disable-features=EyeDropper --variations-seed-version=main@b4dd6764a6ee662919e8a83939a3046b1e2f75e1 --pseudonymization-salt-handle=7,i,8507434232751438260,13505472599767745970,4 --trace-process-track-uuid=3190708999430457380
somyaji+    4776  0.5  0.6 55160640 102792 ?     Sl   18:28   1:20 /opt/brave.com/brave/brave --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=4396 --enable-crash-reporter=d7e73a0b-3fba-4324-a562-1044baeef325, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17449673545040780850,15047489258821631836,524288 --field-trial-handle=3,i,4615987595268686497,18025502493807516864,262144 --disable-features=EyeDropper --variations-seed-version=main@b4dd6764a6ee662919e8a83939a3046b1e2f75e1 --pseudonymization-salt-handle=7,i,8507434232751438260,13505472599767745970,4 --trace-process-track-uuid=3190709000367499229
root        5018  0.0  0.3 553740 49236 ?        Ssl  18:31   0:05 /usr/libexec/fwupd/fwupd
somyaji+    5641  0.0  0.6 54984412 98300 ?      Sl   18:39   0:00 /opt/brave.com/brave/brave --type=utility --utility-sub-type=brave_rewards.mojom.RewardsEngineFactory --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=4396 --enable-crash-reporter=d7e73a0b-3fba-4324-a562-1044baeef325, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,657139420075582909,495641948462981666,524288 --field-trial-handle=3,i,4615987595268686497,18025502493807516864,262144 --disable-features=EyeDropper --variations-seed-version=main@b4dd6764a6ee662919e8a83939a3046b1e2f75e1 --pseudonymization-salt-handle=7,i,8507434232751438260,13505472599767745970,4 --trace-process-track-uuid=3190709009737917719
somyaji+    5745  3.0  2.5 1518793828 401724 ?   Sl   18:39   7:38 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4396 --enable-crash-reporter=d7e73a0b-3fba-4324-a562-1044baeef325, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=29 --time-ticks-at-unix-epoch=-1788439340879985 --launch-time-ticks=1608525546 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,16052585326940435193,5468790049609606658,2097152 --field-trial-handle=3,i,4615987595268686497,18025502493807516864,262144 --disable-features=EyeDropper --variations-seed-version=main@b4dd6764a6ee662919e8a83939a3046b1e2f75e1 --pseudonymization-salt-handle=7,i,8507434232751438260,13505472599767745970,4 --trace-process-track-uuid=3190709013486085115
root        5941  0.1  0.0      0     0 ?        I    19:25   0:17 [kworker/14:2-events]
root        5983  0.0  0.0      0     0 ?        I    19:25   0:00 [kworker/15:0-events]
root        6232  0.0  0.0      0     0 ?        I    19:25   0:00 [kworker/7:0-mm_percpu_wq]
root        6325  0.0  0.0      0     0 ?        D    19:30   0:01 [kworker/2:2+kacpi_notify]
somyaji+    6442 24.2  4.8 1520869688 774548 ?   Sl   19:45  45:24 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4396 --enable-crash-reporter=d7e73a0b-3fba-4324-a562-1044baeef325, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=38 --time-ticks-at-unix-epoch=-1788439340879985 --launch-time-ticks=3821421052 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13426536861398500806,12962211583556266178,2097152 --field-trial-handle=3,i,4615987595268686497,18025502493807516864,262144 --disable-features=EyeDropper --variations-seed-version=main@b4dd6764a6ee662919e8a83939a3046b1e2f75e1 --pseudonymization-salt-handle=7,i,8507434232751438260,13505472599767745970,4 --trace-process-track-uuid=3190709021919461756
somyaji+    7672  0.4  1.8 1461842004 289008 ?   SLsl 20:05   0:42 /usr/share/code/code learn_devops
somyaji+    7676  0.0  0.3 34068036 48652 ?      S    20:05   0:00 /usr/share/code/code --type=zygote --no-zygote-sandbox
somyaji+    7677  0.0  0.3 34068028 48460 ?      S    20:05   0:00 /usr/share/code/code --type=zygote
somyaji+    7679  0.0  0.0 34068052 12672 ?      S    20:05   0:00 /usr/share/code/code --type=zygote
somyaji+    7696  0.0  0.0 33576160 3732 ?       Sl   20:05   0:00 /usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/somyajit-saha/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=f732cc29-4b04-4e98-9968-ff5ab783bad3&iid=f732cc29-4b04-4e98-9968-ff5ab783bad3&sid=f732cc29-4b04-4e98-9968-ff5ab783bad3 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.107.0 --annotation=lsb-release=Ubuntu 24.04.4 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=39.2.3 --initial-client-fd=48 --shared-client-connection
somyaji+    7713  0.5  1.0 34512228 161204 ?     Sl   20:05   0:56 /usr/share/code/code --type=zygote --no-zygote-sandbox
somyaji+    7722  0.0  0.4 33913572 77220 ?      Sl   20:05   0:03 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=7696 --enable-crash-reporter=5ae028df-0020-4194-ad34-2ef465b3a1e6,no_channel --user-data-dir=/home/somyajit-saha/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1294034538713876145,6942195007749672123,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708989122997041
somyaji+    7765  2.1  2.3 1463387052 370100 ?   Sl   20:05   3:35 /usr/share/code/code --type=zygote
somyaji+    7782  0.6  2.6 1461531928 420232 ?   Sl   20:05   1:05 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=7696 --enable-crash-reporter=5ae028df-0020-4194-ad34-2ef465b3a1e6,no_channel --user-data-dir=/home/somyajit-saha/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1294034538713876145,6942195007749672123,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708990997080739
somyaji+    7803  0.3  1.8 1459939700 294696 ?   Sl   20:05   0:33 /usr/share/code/code --type=zygote
somyaji+    7815  0.2  0.7 1478110124 119940 ?   Sl   20:05   0:21 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=7696 --enable-crash-reporter=5ae028df-0020-4194-ad34-2ef465b3a1e6,no_channel --user-data-dir=/home/somyajit-saha/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1294034538713876145,6942195007749672123,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708992871164437
somyaji+    7816  0.0  0.6 1461341656 109032 ?   Sl   20:05   0:04 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=7696 --enable-crash-reporter=5ae028df-0020-4194-ad34-2ef465b3a1e6,no_channel --user-data-dir=/home/somyajit-saha/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1294034538713876145,6942195007749672123,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708993808206286
somyaji+    7897  0.0  0.8 670812 130500 ?       Sl   20:05   0:05 /home/somyajit-saha/.vscode/extensions/openai.chatgpt-26.825.51511-linux-x64/bin/linux-x86_64/codex -c features.code_mode_host=true app-server --analytics-default-enabled
somyaji+    8975  1.9  2.9 1518807988 473820 ?   Sl   20:06   3:14 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4396 --enable-crash-reporter=d7e73a0b-3fba-4324-a562-1044baeef325, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=50 --time-ticks-at-unix-epoch=-1788439340879985 --launch-time-ticks=5027662880 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12005345348452422161,13446079134146516049,2097152 --field-trial-handle=3,i,4615987595268686497,18025502493807516864,262144 --disable-features=EyeDropper --variations-seed-version=main@b4dd6764a6ee662919e8a83939a3046b1e2f75e1 --pseudonymization-salt-handle=7,i,8507434232751438260,13505472599767745970,4 --trace-process-track-uuid=3190709033163963944
somyaji+    9387  0.1  0.7 1478119120 114484 ?   Sl   20:07   0:17 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=7696 --enable-crash-reporter=5ae028df-0020-4194-ad34-2ef465b3a1e6,no_channel --user-data-dir=/home/somyajit-saha/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,1294034538713876145,6942195007749672123,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708994745248135
somyaji+    9408  0.0  0.0  15088  9492 pts/0    Ss   20:07   0:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
root       12861  0.0  0.0      0     0 ?        I    21:33   0:01 [kworker/10:0-mm_percpu_wq]
root       18020  0.0  0.0      0     0 ?        I    21:47   0:00 [kworker/5:0-events]
root       18227  0.5  0.0      0     0 ?        I    21:48   0:20 [kworker/u64:10-events_unbound]
root       18245  0.0  0.0      0     0 ?        S    22:04   0:00 [irq/143-mei_me]
root       18246  0.0  0.0      0     0 ?        S    22:04   0:00 [irq/141-mmc0]
root       18298  0.0  0.0      0     0 ?        I    22:04   0:02 [kworker/0:3-i915-unordered]
somyaji+   18374  0.0  0.4 3161060 69504 ?       Sl   22:05   0:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
root       18552  0.0  0.0      0     0 ?        S<   22:05   0:00 [khidpd_06420220]
root       20003  0.3  0.0  30644  5736 ?        S    22:08   0:08 (udev-worker)
root       20011  0.0  0.0  30644  5736 ?        S    22:08   0:00 (udev-worker)
root       21671  0.0  0.0      0     0 ?        I    22:12   0:01 [kworker/6:1-events]
root       27511  0.2  0.0      0     0 ?        I<   22:26   0:03 [kworker/u65:3-i915_flip]
somyaji+   28612  0.0  0.0 320064  9964 ?        Sl   22:28   0:00 /usr/libexec/gvfsd-http --spawner :1.17 /org/gtk/gvfs/exec_spaw/1
somyaji+   28653  0.8  1.4 1520775664 237228 ?   Sl   22:28   0:13 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4396 --enable-crash-reporter=d7e73a0b-3fba-4324-a562-1044baeef325, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=100 --time-ticks-at-unix-epoch=-1788439340879985 --launch-time-ticks=7813685632 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,3968956037266343380,3095599289260978283,2097152 --field-trial-handle=3,i,4615987595268686497,18025502493807516864,262144 --disable-features=EyeDropper --variations-seed-version=main@b4dd6764a6ee662919e8a83939a3046b1e2f75e1 --pseudonymization-salt-handle=7,i,8507434232751438260,13505472599767745970,4 --trace-process-track-uuid=3190709080016056394
root       28776  0.5  0.0      0     0 ?        I    22:28   0:08 [kworker/u64:2-events_power_efficient]
root       28840  0.0  0.0      0     0 ?        I    22:28   0:00 [kworker/11:0-mm_percpu_wq]
somyaji+   31180  0.2  1.2 1518753340 201548 ?   Sl   22:33   0:02 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4396 --enable-crash-reporter=d7e73a0b-3fba-4324-a562-1044baeef325, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=114 --time-ticks-at-unix-epoch=-1788439340879985 --launch-time-ticks=8119969616 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14960781449750249476,736349090911992839,2097152 --field-trial-handle=3,i,4615987595268686497,18025502493807516864,262144 --disable-features=EyeDropper --variations-seed-version=main@b4dd6764a6ee662919e8a83939a3046b1e2f75e1 --pseudonymization-salt-handle=7,i,8507434232751438260,13505472599767745970,4 --trace-process-track-uuid=3190709093134642280
root       31746  0.0  0.0      0     0 ?        I    22:34   0:00 [kworker/9:0-kacpi_notify]
root       32192  0.0  0.0      0     0 ?        I    22:35   0:00 [kworker/8:0-events]
root       32458  0.2  0.0      0     0 ?        I<   22:36   0:02 [kworker/u65:2-hci0]
root       32824  0.5  0.0      0     0 ?        I    22:37   0:04 [kworker/u64:1-i915]
somyaji+   32925  0.0  0.5 1518634332 81408 ?    Sl   22:37   0:00 /opt/brave.com/brave/brave --type=renderer --crashpad-handler-pid=4396 --enable-crash-reporter=d7e73a0b-3fba-4324-a562-1044baeef325, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=118 --time-ticks-at-unix-epoch=-1788439340879985 --launch-time-ticks=8372303855 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1594990894655982139,11799115788121640441,2097152 --field-trial-handle=3,i,4615987595268686497,18025502493807516864,262144 --disable-features=EyeDropper --variations-seed-version=main@b4dd6764a6ee662919e8a83939a3046b1e2f75e1 --pseudonymization-salt-handle=7,i,8507434232751438260,13505472599767745970,4 --trace-process-track-uuid=3190709096882809676
root       33391  0.0  0.0      0     0 ?        I    22:38   0:00 [kworker/0:1-kacpi_notify]
root       34317  0.0  0.0      0     0 ?        I    22:40   0:00 [kworker/12:2-mm_percpu_wq]
root       34842  0.0  0.0      0     0 ?        I    22:41   0:00 [kworker/1:1-mm_percpu_wq]
root       34859  0.2  0.0      0     0 ?        I<   22:41   0:01 [kworker/u65:1-rtw89_tx_wq]
root       35665  0.0  0.0      0     0 ?        I    22:43   0:00 [kworker/7:1-events]
root       35708  0.0  0.0      0     0 ?        I    22:43   0:00 [kworker/4:0-events]
root       35833  0.0  0.0      0     0 ?        I    22:43   0:00 [kworker/5:1-mm_percpu_wq]
root       35917  0.0  0.0      0     0 ?        I    22:44   0:00 [kworker/10:2-kacpi_notify]
root       35972  0.0  0.0      0     0 ?        I    22:44   0:00 [kworker/0:0-i915-unordered]
root       36283  0.2  0.0      0     0 ?        I    22:44   0:01 [kworker/14:1-cgroup_release]
root       36730  0.0  0.0      0     0 ?        I    22:45   0:00 [kworker/2:0-kacpi_notify]
root       36785  0.0  0.0      0     0 ?        I    22:45   0:00 [kworker/12:1]
root       37126  0.0  0.0      0     0 ?        I    22:46   0:00 [kworker/15:2-kacpi_notify]
root       37236  0.0  0.0      0     0 ?        I    22:46   0:00 [kworker/3:0-kacpi_notify]
root       37369  0.9  0.0      0     0 ?        I    22:47   0:03 [kworker/u64:0-flush-259:0]
root       37469  0.0  0.0      0     0 ?        I    22:47   0:00 [kworker/8:1-mm_percpu_wq]
root       37625  0.0  0.0      0     0 ?        I    22:47   0:00 [kworker/6:0-mm_percpu_wq]
root       37800  0.0  0.0      0     0 ?        I    22:48   0:00 [kworker/13:1-events]
root       38229  0.0  0.0      0     0 ?        I    22:49   0:00 [kworker/0:2-kacpi_notify]
root       38230  0.0  0.0      0     0 ?        I    22:49   0:00 [kworker/0:4-kacpi_notify]
